,rhoA,rhoV,dilution_factor,x,nutrient_integral,toxin_integral
26,0.22931606158991358,0.7146760186446033,0.5,0.0245157124827808,0.7289083569548103,0.21238432099890403
27,0.22073629231903164,0.7248990001840394,0.5,0.023572947005349943,0.7277949335455656,0.20443886113004656
28,0.21226434088410012,0.7350252291595097,0.5,0.022643598827685383,0.7266795346370677,0.19659012529082892
29,0.2039127837900771,0.7450386699024582,0.5,0.021729025188450445,0.7255643535317322,0.18885020355391957
30,0.19569373964189438,0.7549236526093577,0.5,0.020830521721523526,0.7244516102086019,0.18123075524161067
31,0.1876187777619913,0.7646649976611386,0.5,0.01994931287578757,0.7233435339550434,0.1737429182565005
32,0.17969883200459214,0.7742481327990981,0.5,0.01908654291635478,0.7222423425054884,0.1663972244025713
33,0.1719441222009069,0.7836592045341572,0.5,0.018243268044135775,0.7211502235834262,0.1592035220087864
34,0.1643640843093761,0.7928851809616951,0.5,0.017420449601982833,0.7200693159116829,0.15217090727750487
35,0.1569673103922714,0.8019139442277087,0.5,0.01661894849724072,0.719001690889531,0.14530766545323803
36,0.1497614992977552,0.8107343711454448,0.5,0.01583952091147101,0.717949335348224,0.1386212226615366
37,0.14275341867011487,0.8193364007471967,0.5,0.0150828153380527,0.7169141355408823,0.1321181090272897
38,0.1359488786377331,0.8277110878824008,0.5,0.014349370956150173,0.715897862866659,0.12580393338369328
39,0.12935271725552264,0.8358506423150889,0.5,0.013639617319256928,0.7149021613032898,0.11968336961984716
40,0.12296879751262291,0.8437484531231156,0.5,0.012953875307746996,0.7139285367678136,0.11376015443750667
41,0.11680001546749129,0.8513990985432346,0.5,0.01229235926915106,0.7129783489567268,0.10803709602972658
42,0.11084831885201123,0.8587983417240642,0.5,0.011655180248503448,0.7120528048571722,0.10251609300943765
43,0.1051147352931091,0.8659431131423942,0.5,0.011042350192689674,0.7111529548984993,0.09719816267950501
44,0.09959940914863931,0.872831480685661,0.5,0.010453787000463274,0.7102796909843594,0.09208347763463791
45,0.09430164583787351,0.8794626086103738,0.5,0.009889320280789742,0.7094337466656744,0.08717140954817534
46,0.08921996247173723,0.8858367067420023,0.5,0.009348697678400106,0.7086156993488436,0.08246057894061365
47,0.08435214355303433,0.891954971385532,0.5,0.008831591626036823,0.7078259740140128,0.07794890971043412
48,0.07969530051535635,0.8978195194734668,0.5,0.008337606386408703,0.7070648486856015,0.07363368719526836
49,0.07524593391029988,0.9034333176131276,0.5,0.007866285256138182,0.7063324615788037,0.06951161858436086
50,0.07099999705643857,0.9088001068508134,0.5,0.007417117800286371,0.7056288178586594,0.06557889459284716
51,0.06695296020633291,0.9139243261015302,0.5,0.006989547039580828,0.704953800181993,0.06183125133385231
52,0.06309987414697717,0.9188110338815227,0.5,0.006582976454180155,0.7043071769294018,0.058264031518417136
53,0.05943543246781011,0.9234658305378985,0.5,0.006196776754293681,0.7036886125298052,0.05487224414971129
54,0.055954031753028426,0.9278947818180949,0.5,0.0058302923375829685,0.703097677754395,0.05165062204285849
55,0.05264982909535338,0.9321043447133083,0.5,0.005482847381964255,0.7025338600558098,0.04859367660690052
56,0.049516796450117494,0.9361012963587871,0.5,0.0051537515338757325,0.7019965736254483,0.04569574945673109
57,0.046548771460147444,0.9398926666234606,0.5,0.004842305163353054,0.7014851697336987,0.04295106050944861
58,0.04373950449294319,0.9434856748782914,0.5,0.0045478041695265585,0.700998946089006,0.04035375236094667
59,0.04108270172706321,0.9468876712963981,0.5,0.004269544329020358,0.7005371564072048,0.037897930794868896
60,0.038572064213901844,0.9501060829148086,0.5,0.004006825188971167,0.7000990188515561,0.03557770138892259
61,0.03620132291630612,0.9531483645761512,0.5,0.0037589535131900436,0.6996837244592409,0.033387202233514476
62,0.03396426979127984,0.9560219547719063,0.5,0.0035252462962503915,0.6992904445213346,0.031320632854584626
63,0.031854785036685235,0.9587342363252683,0.5,0.0033050333646767282,0.6989183375419344,0.029372279467568187
64,0.02986686066543213,0.9612925017832292,0.5,0.0030976595882421095,0.6985665555752383,0.02753653673729717
65,0.027994620603186082,0.9637039233315328,0.5,0.0029024867267711174,0.69823424978777,0.025807926243429414
66,0.02623233752983833,0.9659755270032669,0.5,0.002718894939610061,0.6979205754824729,0.02418111187255472
67,0.02457444670070549,0.9681141709199499,0.5,0.0025462839857303006,0.6976246964131482,0.022650912370708046
68,0.023015556991856152,0.9701265272820403,0.5,0.0023840741425563148,0.6973457888465254,0.021212311293065892
69,0.02155045941806779,0.9720190678140062,0.5,0.002231706871586606,0.6970830445106474,0.01986046459803205
70,0.020174133368692053,0.9737980523624804,0.5,0.002088645257701813,0.6968356735950729,0.018590706115295612
71,0.018881750801713976,0.9754695203482335,0.5,0.001954374248303987,0.6966029068495874,0.017398551123712976
72,0.0176686786264921,0.9770392847779398,0.5,0.0018284007168078026,0.6963839976564596,0.016279698253877886
73,0.016530479495002758,0.978512928532833,0.5,0.0017102533737237123,0.6961782232910364,0.015230029928570721
74,0.015462911207578792,0.9798958026636808,0.5,0.0015994825466838672,0.6959848861268169,0.014245611531196701
75,0.014461924925398667,0.9811930264376985,0.5,0.0014956598492465046,0.6958033143643971,0.013322689485442017
76,0.013523662366949383,0.9824094888996895,0.5,0.0013983777565000108,0.6956328626483371,0.012457688410759636
77,0.012644452150785619,0.9835498517277619,0.5,0.0013072491038468724,0.6954729121601525,0.011647207506131253
78,0.011820805431809987,0.9846185531819224,0.5,0.0012219065236482624,0.6953228707876682,0.010888016297470438
79,0.011049410963880013,0.9856198129622897,0.5,0.0011420018328833386,0.6951821730314751,0.01017704987261506
80,0.010327129707704072,0.9865576378115718,0.5,0.0010672053835031254,0.6950502794481446,0.009511403714336173
81,0.0096509890892503,0.9874358277128517,0.5,0.0009972053856440596,0.6949266765568402,0.008888328225619718
82,0.00901817700202866,0.9882579825511841,0.5,0.0009317072127563344,0.6948108760221741,0.008305223036114015
83,0.008426035634521016,0.9890275091217906,0.5,0.0008704326963348182,0.6947024142078712,0.0077596311612690245
84,0.007872055193696017,0.9897476283827982,0.5,0.000813119416985669,0.69460085134852,0.007249233080725963
85,0.007353867585470289,0.9904213828630007,0.5,0.0007595199974716188,0.6945057708310036,0.0067718407898098906
86,0.006869240104305399,0.9910516441478282,0.5,0.0007094014025711682,0.6944167783861273,0.0063253918722544905
87,0.006416069175943347,0.9916411203773461,0.5,0.0006625442497312558,0.694333501284342,0.005907943633232147
88,0.0059923741902064166,0.9921923637004447,0.5,0.000618742133829943,0.694255587393856,0.005517667326322263
89,0.005596291454217694,0.9927077776379325,0.5,0.0005778009686921082,0.6941827044427438,0.005152842500814618
90,0.005226068290857174,0.9931896243157579,0.5,0.0005395383474996285,0.6941145390337382,0.004811851492153221
91,0.004880057302116956,0.9936400315362598,0.5,0.0005037829237085264,0.6940507958370146,0.004493174072130981
92,0.004556710812686813,0.9940609996618717,0.5,0.0004703738136951865,0.6939911967653217,0.004195382272535374
93,0.004254575505283773,0.9944544082912534,0.5,0.0004391600219867484,0.6939354800398726,0.00391713539221291
94,0.0039722872558483405,0.9948220227123676,0.5,0.00040999988960143476,0.693883399488437,0.003657175193961294
95,0.003708566173974246,0.9951655001215697,0.5,0.0003827605657889063,0.6938347236514036,0.0034143212960865447
96,0.0034622118514181922,0.9954863956009914,0.5,0.00035731750320690427,0.6937892350894501,0.0031874667602278224
97,0.003232098819544309,0.9957861678499385,0.5,0.00033355397640782514,0.6937467295869929,0.002975573876079847
98,0.0030171722147740413,0.9960661846683233,0.5,0.00031136062333375234,0.6937070153744245,0.002777670141461588
99,0.002816443649678234,0.9963277281924768,0.5,0.00029063500939804725,0.6936699126330473,0.0025928444350717663
100,0.002628987286218384,0.9965719998857256,0.5,0.0002712812136398379,0.693635252563466,0.002420243378731258
101,0.0024539361065868174,0.9968001252871276,0.5,0.00025320943632836174,0.6936028770305704,0.0022590678839436522
102,0.00229047837645729,0.9970131585237257,0.5,0.00023633562736975123,0.6935726376416479,0.002108569878422192
103,0.0021378542947212468,0.9972120865917733,0.5,0.00022058113477613372,0.6935443954633583,0.0019680492060553095
104,0.0019953528234690986,0.9973978334140403,0.5,0.00020587237246855023,0.6935180203138966,0.001836850695017984
105,0.0018623086915728222,0.9975712636803047,0.5,0.0001921405066307273,0.6934933902815786,0.0017143613872579134
106,0.0017380995650443053,0.9977331864788325,0.5,0.0001793211598350878,0.6934703912016071,0.0016000079230432326
107,0.0016221433772057579,0.9978843587268165,0.5,0.00016735413215191196,0.6934489162408904,0.001493254073905525
108,0.0015138958116792938,0.998025488408105,0.5,0.00015618313846142538,0.6934288653791527,0.0013935984174808182
109,0.0014128479311967675,0.9981572376263925,0.5,0.00014575556119047112,0.6934101450546097,0.0013005721475441256
110,0.0013185239453203036,0.9982802254822953,0.5,0.00013602221771598225,0.6933926677281527,0.0012137370128613837
111,0.0012304791102619955,0.9983950307824946,0.5,0.00012693714168929857,0.6933763515484932,0.0011326833784029637
112,0.0011482977541516796,0.9985021945891721,0.5,0.00011845737756015166,0.6933611199098115,0.0010570284027726557
113,0.0010715914212543092,0.9986022226175412,0.5,0.00011054278759521555,0.6933469012696525,0.000986414325665829
114,0.0009999971288656485,0.9986955874894892,0.5,0.00010315587071966533,0.6933336286854055,0.0009205068596786815
115,0.0009331757307968645,0.9987827308506999,0.5,9.62615925253422e-05,0.6933212395766226,0.0008589936806369243
116,0.0008708103815970427,0.9988640653586137,0.5,8.982722582191346e-05,0.6933096754725131,0.0008015830110794067
117,0.0008126050958929993,0.9989399765483216,0.5,8.382220113210603e-05,0.6932988817298352,0.0007480022916695782
118,0.0007582833974573958,0.9990108245831171,0.5,7.821796655797695e-05,0.6932888072970126,0.0006979969355093846
119,0.000707587052857458,0.9990769458962754,0.5,7.298785647305788e-05,0.6932794044145988,0.0006513291606002876
120,0.0006602748847629059,0.9991386547301269,0.5,6.810696851870594e-05,0.69327062854661,0.000607776895830391
121,0.0006161216602432952,0.9991962445785544,0.5,6.355204841374262e-05,0.6932624380571739,0.0005671327562524937
122,0.0005749170496008984,0.9992499895384875,0.5,5.930138210650013e-05,0.693254794008708,0.000529203083449643
123,0.0005364646515117671,0.9993001455756604,0.5,5.533469482473729e-05,0.6932476601165857,0.0004938070470780777
124,0.0005005810804796963,0.9993469517100075,0.5,5.163305660529179e-05,0.6932410023858092,0.0004607758039588573
125,0.0004670951128000716,0.9993906311252225,0.5,4.8178793902271816e-05,0.6932347891816925,0.00042995171108917374
126,0.0004358468874587577,0.9994313922074048,0.5,4.495540690193826e-05,0.6932289908598073,0.0004011875893895774
127,0.00040668715856687483,0.9994694295168157,0.5,4.194749218611027e-05,0.6932235798569177,0.00037434603492549545
128,0.00037947659614363376,0.9995049246971972,0.5,3.9140670413376995e-05,0.6932185302954502,0.0003492987747720763
129,0.00035408513221976977,0.9995380473261545,0.5,3.6521518699545085e-05,0.6932138181182953,0.0003259260646091664
130,0.00033039134942687483,0.9995689557105787,0.5,3.4077507403775476e-05,0.6932094208334811,0.00030411612552952937
131,0.00030828190939177557,0.9995977976303916,0.5,3.179694103963065e-05,0.6932053174475391,0.0002837646175214236
132,0.0002876510184179379,0.9996247110339285,0.5,2.96689030493445e-05,0.6932014883302663,0.00026477414732738023
133,0.00026839992808269577,0.9996498246879231,0.5,2.7683204194161446e-05,0.6931979152173487,0.00024705380847346505
134,0.0002504364685266717,0.9996732587851578,0.5,2.5830334330071943e-05,0.6931945809688399,0.00023051875144556406
135,0.00023367461233860683,0.9996951255122161,0.5,2.410141735006023e-05,0.6931914696813695,0.00021508978203449184
136,0.00021803406707553575,0.9997155295801538,0.5,2.2488169090273855e-05,0.6931885664614663,0.00020069298609057864
137,0.00020343989457181173,0.999734568720295,0.5,2.0982858007565296e-05,0.693185857404352,0.0001872593789463945
138,0.00018982215530788228,0.9997523341474547,0.5,1.9578268449328083e-05,0.6931833295251456,0.00017472457793079964
139,0.0001771155762161207,0.9997689109926493,0.5,1.826766634715101e-05,0.6931809707499017,0.00016302849647169677
140,0.0001652592404040879,0.9997843787073559,0.5,1.7044767176895014e-05,0.6931787697822781,0.00015211505839524863
141,0.00015419629736923638,0.9997988114411075,0.5,1.5903706037153926e-05,0.6931767160385607,0.00014193193109663825
142,0.00014387369236902508,0.9998122783940878,0.5,1.4839009707645952e-05,0.6931747997048752,0.0001324302763503546
143,0.00013424191369743673,0.9998248441465023,0.5,1.3845570558427599e-05,0.6931730115947858,0.00012356451762176617
144,0.00012525475669594147,0.9998365689661389,0.5,1.291862218827177e-05,0.6931713431221919,0.0001152921227862409
145,0.00011686910340263966,0.9998475090955454,0.5,1.2053716678815316e-05,0.6931697863006426,0.00010757340125019986
146,0.00010904471681410962,0.9998577170202171,0.5,1.1246703358397731e-05,0.6931683336718116,0.00010037131453208997
147,0.00010174404879982648,0.9998672417189898,0.5,1.0493708976171486e-05,0.6931669782468142,9.365129941538711e-05
148,9.49320607706214e-05,0.9998761288978061,0.5,9.791119193490708e-06,0.6931657135400908,8.738110284407382e-05
149,8.857605626177146e-05,0.9998844212079825,0.5,9.135561305880173e-06,0.6931645334854583,8.153062779305428e-05
150,8.264552464482741e-05,0.9998921584499825,0.5,8.523888114209268e-06,0.6931634324002007,7.607178938462639e-05
151,7.711199523328505e-05,0.9998993777635998,0.5,7.95316286908252e-06,0.6931624050406181,7.097838057377147e-05
152,7.194890109627263e-05,0.9999061138055947,0.5,7.420645217695587e-06,0.6931614464164036,6.622594677742504e-05
153,6.71314519369178e-05,0.9999123989153783,0.5,6.923778086395864e-06,0.6931605519665291,6.179166884267762e-05
154,6.263651543662578e-05,0.9999182632697708,0.5,6.4601754373704144e-06,0.6931597174051141,5.7654253816558903e-05
155,5.844250650396526e-05,0.9999237350274481,0.5,6.027610841256085e-06,0.6931589386959469,5.379383299083746e-05
156,5.452928390392873e-05,0.9999288404637012,0.5,5.624006811543572e-06,0.6931582121240764,5.0191866740584125e-05
157,5.087805377849309e-05,0.9999336040962886,0.5,5.247424850339712e-06,0.6931575341912513,4.68310557102372e-05
158,4.7471279600657345e-05,0.9999380488028545,0.5,4.896056158091298e-06,0.6931569016517457,4.3695257920558325e-05
159,4.429259813489262e-05,0.9999421959305441,0.5,4.56821296323644e-06,0.6931563114587246,4.076941140669113e-05
160,4.1326741004712604e-05,0.9999460653982959,0.5,4.262320430503627e-06,0.6931557607664613,3.803946201757662e-05
161,3.8559461494527503e-05,0.999949675792288,0.5,3.976909109371392e-06,0.6931552469559599,3.549229603404243e-05
162,3.5977466237850564e-05,0.9999530444550843,0.5,3.710607886797065e-06,0.6931547675184443,3.311567728678854e-05
163,3.356835146618288e-05,0.9999561875687164,0.5,3.462137410501687e-06,0.6931543202069205,3.089818847026461e-05
164,3.1320543515527064e-05,0.9999591202323498,0.5,3.230303951652371e-06,0.6931539028453173,2.882917637941144e-05
165,2.9223243306459196e-05,0.9999618565346786,0.5,3.013993677487919e-06,0.6931535134207606,2.6898700801669082e-05
166,2.7266374533197004e-05,0.999964409621497,0.5,2.8121673066594195e-06,0.6931531500705778,2.5097486824477087e-05
167,2.544053531448821e-05,0.99996679175878,0.5,2.6238551217532687e-06,0.6931528110355049,2.3416880329809633e-05
168,2.373695307537207e-05,0.9999690143915129,0.5,2.448152315139545e-06,0.6931524947204086,2.1848806462170432e-05
169,2.214744244454007e-05,0.9999710881986437,0.5,2.2842146459675638e-06,0.6931521995854286,2.0385730873734054e-05
170,2.0664365965925022e-05,0.9999730231443271,0.5,2.1312543874788837e-06,0.693151924198632,1.902062355901988e-05
171,1.9280597436764507e-05,0.9999748285257126,0.5,1.988536545289332e-06,0.6931516672785695,1.7746925107538537e-05
172,1.798948769702831e-05,0.999976513017649,0.5,1.8553753285880153e-06,0.6931514275219443,1.655851521407537e-05
173,1.678483270617382e-05,0.9999780847142213,0.5,1.7311308572577018e-06,0.6931512038590956,1.544968329238267e-05
174,1.5660843754993316e-05,0.9999795511677275,0.5,1.6152060893125403e-06,0.6931509951330321,1.4415101057044895e-05
175,1.4612119669441015e-05,0.9999809194248294,0.5,1.5070439537654133e-06,0.6931508004094302,1.344979693611351e-05
176,1.3633620873814283e-05,0.9999821960604598,0.5,1.4061246753541724e-06,0.6931506187320647,1.2549132197737181e-05
177,1.2720645188816828e-05,0.999983387209398,0.5,1.3119632782021549e-06,0.6931504491935888,1.1708778672378842e-05
178,1.186880524859251e-05,0.9999844985956736,0.5,1.224107256485356e-06,0.6931502910205157,1.092469796538429e-05
179,1.1074007428663556e-05,0.9999855355601036,0.5,1.1421344009705089e-06,0.693150143439194,1.0193122061068158e-05
180,1.0332432183659673e-05,0.9999865030859294,0.5,1.0656507709617546e-06,0.6931500057468927,9.510535223812358e-06
181,9.640515700668766e-06,0.9999874058227662,0.5,9.94288801964204e-07,0.6931498772550025,8.873657110592381e-06
182,8.994932780178905e-06,0.9999882481088962,0.5,9.277055399654477e-07,0.6931497573867366,8.279427013086054e-06
183,8.392580862640844e-06,0.999989033992158,0.5,8.655809939003115e-07,0.6931496455321284,7.724989154929993e-06
184,7.830565123920443e-06,0.9999897672493515,0.5,8.076165983555629e-07,0.6931495411810317,7.207678972193506e-06
185,7.306184568262094e-06,0.9999904514044112,0.5,7.535337791781953e-07,0.6931494438043635,6.725010312633851e-06
186,6.816919051961831e-06,0.9999910897453109,0.5,7.030726150735075e-07,0.6931493529547419,6.274663491180878e-06
187,6.360417175560011e-06,0.9999916853398684,0.5,6.559905887953549e-07,0.6931492681957208,5.854474145233755e-06
188,5.9344849864258205e-06,0.9999922410504987,0.5,6.120614219212918e-07,0.6931491891061554,5.462422835744145e-06
189,5.537075437515105e-06,0.9999927595479493,0.5,5.710739876227109e-07,0.6931491153059443,5.096625344317201e-06
190,5.166278551720897e-06,0.9999932433241284,0.5,5.328312962140749e-07,0.6931490464541331,4.75532361984765e-06
191,4.820312244614109e-06,0.9999936947040932,0.5,4.971495486119242e-07,0.6931489822129788,4.436877331228085e-06
192,4.4975137615035145e-06,0.9999941158572082,0.5,4.638572531547679e-07,0.6931489222805837,4.1397559854258226e-06
193,4.1963316877211116e-06,0.9999945088075841,0.5,4.327944015487445e-07,0.693148866368943,3.862531573273926e-06
194,3.915318493772922e-06,0.9999948754438068,0.5,4.0381169998052596e-07,0.693148814174856,3.60387170758755e-06
195,3.6531235795363526e-06,0.9999952175279745,0.5,3.767698516999753e-07,0.6931487654887972,3.36253322049982e-06
196,3.408486784150307e-06,0.9999955367042035,0.5,3.515388876404734e-07,0.6931487200630589,3.1373561897046785e-06
197,3.1802323303916246e-06,0.9999958345065141,0.5,3.279975418481049e-07,0.6931486776860741,2.927258364414101e-06
198,2.967263174480848e-06,0.9999961123662215,0.5,3.06032668730008e-07,0.6931486381200198,2.731229964630459e-06
199,2.768555734152414e-06,0.99999637161876,0.5,2.8553869931377557e-07,0.6931486012363313,2.548328828440003e-06
200,2.5831549697166167e-06,0.999996613510167,0.5,2.6641713392009113e-07,0.693148566816704,2.377675884482661e-06
201,2.4101697944389127e-06,0.9999968392030476,0.5,2.485760687956894e-07,0.6931485346819494,2.218450927289771e-06
202,2.2487687922093817e-06,0.999997049782126,0.5,2.3192975444220567e-07,0.6931485047187161,2.0698886755662665e-06
203,2.0981762219485377e-06,0.9999972462595199,0.5,2.1639818352085436e-07,0.6931484767419511,1.9312750944954932e-06
204,1.9576682895221013e-06,0.9999974295795409,0.5,2.019067063439626e-07,0.6931484506583033,1.8019439640953673e-06
205,1.8265696692896605e-06,0.9999976006232926,0.5,1.8838567211746873e-07,0.6931484263081443,1.6812736775376804e-06
206,1.704250258546607e-06,0.9999977602128541,0.5,1.7577009420039485e-07,0.6931484036018449,1.5686842536774718e-06
207,1.5901221492908137e-06,0.9999979091152769,0.5,1.6399933778166905e-07,0.6931483824028745,1.4636345497496704e-06
208,1.4836368027454624e-06,0.9999980480462229,0.5,1.5301682846667909e-07,0.6931483626367515,1.365619660589108e-06
209,1.3842824130792648e-06,0.9999981776734428,0.5,1.4276978037922967e-07,0.6931483442016145,1.274168492086948e-06
210,1.291581447648946e-06,0.9999982986199862,0.5,1.332089424687363e-07,0.6931483269745339,1.1888414970833764e-06
211,1.2050883519405518e-06,0.9999984114671524,0.5,1.2428836180357303e-07,0.6931483109138675,1.1092285628313596e-06
212,1.1243874081970665e-06,0.9999985167573298,0.5,1.1596516271706437e-07,0.6931482959218919,1.0349470400038502e-06
213,1.0490907374272364e-06,0.9999986149965656,0.5,1.081993407397117e-07,0.6931482819607939,9.656399035928105e-07
214,9.78836435209546e-07,0.9999987066570561,0.5,1.0095357033242836e-07,0.6931482689086105,9.009740370393101e-07
215,9.13286832316331e-07,0.9999987921793411,0.5,9.419302549145714e-08,0.693148256750592,8.406386311623677e-07
216,8.521268718190941e-07,0.9999988719744917,0.5,8.788521236909511e-08,0.6931482453802527,7.843436904074965e-07
217,7.950625948582618e-07,0.9999989464260177,0.5,8.199981309971435e-08,0.6931482347909875,7.318186390186166e-07
218,7.418197278169754e-07,0.9999990158917718,0.5,7.65085400861877e-08,0.6931482248976056,6.828110206346635e-07
219,6.921423640962549e-07,0.9999990807056254,0.5,7.138500004172606e-08,0.6931482156799982,6.370852848913472e-07
220,6.457917341669891e-07,0.9999991411791126,0.5,6.660456713752477e-08,0.693148207059568,5.944216553329291e-07
221,6.025450579792364e-07,0.9999991976028811,0.5,6.214426464349832e-08,0.6931481990292037,5.546150730827363e-07
222,5.621944742217013e-07,0.9999992502481216,0.5,5.7982654496018443e-08,0.6931481915503007,5.174742112928151e-07
223,5.245460412819614e-07,0.9999992993678878,0.5,5.409973426024681e-08,0.6931481845457624,4.828205555716152e-07
224,4.894188051034295e-07,0.9999993451982577,0.5,5.0476840991655245e-08,0.6931481780230732,4.5048754597105434e-07
225,4.5664392946610535e-07,0.9999993879595118,0.5,4.709656153653121e-08,0.6931481719371924,4.2031977646857267e-07
226,4.2606388450585803e-07,0.9999994278571791,0.5,4.394264883840133e-08,0.6931481662588549,3.9217224802590475e-07
227,3.9753168957469896e-07,0.9999994650830267,0.5,4.099994384928216e-08,0.6931481609539417,3.6590967167873046e-07
228,3.709102068021386e-07,0.9999994998159699,0.5,3.825430266995306e-08,0.69314815601751,3.414058182883604e-07
229,3.460714819641915e-07,0.9999995322229511,0.5,3.5692528569582695e-08,0.6931481514189695,3.185429118471221e-07
230,3.2289612949098027e-07,0.999999562459748,0.5,3.330230855752984e-08,0.6931481471018938,2.9721106340479894e-07
231,3.0127275865580393e-07,0.9999995906716757,0.5,3.107215420229193e-08,0.693148143093548,2.7730774289256563e-07
232,2.810974381920617e-07,0.9999996169943394,0.5,2.8991346414257645e-08,0.6931481393472441,2.587372863405889e-07
233,2.6227319676059316e-07,0.9999996415542509,0.5,2.7049883925458242e-08,0.6931481358586776,2.414104360711672e-07
234,2.4470955686967155e-07,0.9999996644694739,0.5,2.5238435219861077e-08,0.6931481325767834,2.2524391169978e-07
235,2.283221000048061e-07,0.9999996858501323,0.5,2.3548293682215623e-08,0.6931481295338329,2.1016000984826046e-07
236,2.1303206088157898e-07,0.9999997057989837,0.5,2.1971335750927953e-08,0.6931481267083555,1.960862306820727e-07
237,1.9876594886903525e-07,0.9999997244119171,0.5,2.049998187294352e-08,0.6931481240730218,1.8295492944423047e-07
238,1.8545519476483764e-07,0.9999997417784111,0.5,1.912716007340449e-08,0.693148121587673,1.7070299132813766e-07
239,1.7303582122378992e-07,0.9999997579819229,0.5,1.7846271964749113e-08,0.693148119281548,1.5927152811827196e-07
240,1.6144813525755193e-07,0.9999997731003338,0.5,1.66511610323682e-08,0.6931481171298585,1.4860559515630274e-07
241,1.5063644132573797e-07,0.9999997872063028,0.5,1.5536083043769363e-08,0.6931481151359823,1.3865392725055202e-07
242,1.4054877364092913e-07,0.9999998003676599,0.5,1.4495678439568909e-08,0.6931481132285896,1.2936869227901434e-07
243,1.3113664639865357e-07,0.9999998126476273,0.5,1.3524946572930885e-08,0.6931481114945411,1.207052612787921e-07
